Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.33054941314e+004,-1.53017539564e+002
+1.35451227700e+004,-1.53238867390e+002
+1.37890670608e+004,-1.53146157620e+002
+1.40374047276e+004,-1.53085765515e+002
+1.42902148939e+004,-1.53486868931e+002
+1.45475781085e+004,-1.53521257170e+002
+1.48095763705e+004,-1.53032658121e+002
+1.50762931560e+004,-1.52947172082e+002
+1.53478134445e+004,-1.53301700686e+002
+1.56242237458e+004,-1.53507899295e+002
+1.59056121278e+004,-1.53396871822e+002
+1.61920682446e+004,-1.53273642983e+002
+1.64836833648e+004,-1.53410495475e+002
+1.67805504007e+004,-1.53168055993e+002
+1.70827639381e+004,-1.53241612131e+002
+1.73904202661e+004,-1.53424708182e+002
+1.77036174080e+004,-1.53453489758e+002
+1.80224551525e+004,-1.53592874234e+002
+1.83470350855e+004,-1.53234083320e+002
+1.86774606222e+004,-1.53594180431e+002
+1.90138370407e+004,-1.53550225611e+002
+1.93562715148e+004,-1.53851600632e+002
+1.97048731486e+004,-1.53411447823e+002
+2.00597530110e+004,-1.53977506588e+002
+2.04210241715e+004,-1.53941316055e+002
+2.07888017356e+004,-1.53433830309e+002
+2.11632028822e+004,-1.53523720889e+002
+2.15443469003e+004,-1.53902128869e+002
+2.19323552273e+004,-1.53851410974e+002
+2.23273514878e+004,-1.53897714648e+002
+2.27294615326e+004,-1.53942781640e+002
+2.31388134792e+004,-1.54138241329e+002
+2.35555377526e+004,-1.54517667032e+002
+2.39797671264e+004,-1.53921338689e+002
+2.44116367658e+004,-1.54023938015e+002
+2.48512842698e+004,-1.54138670380e+002
+2.52988497160e+004,-1.54067723326e+002
+2.57544757045e+004,-1.53839011630e+002
+2.62183074038e+004,-1.53949345564e+002
+2.66904925965e+004,-1.53672962527e+002
+2.71711817270e+004,-1.53538507749e+002
+2.76605279492e+004,-1.54006785953e+002
+2.81586871751e+004,-1.53453848878e+002
+2.86658181246e+004,-1.53689397574e+002
+2.91820823764e+004,-1.53782528538e+002
+2.97076444190e+004,-1.53777932194e+002
+3.02426717031e+004,-1.53644969791e+002
+3.07873346955e+004,-1.53772787022e+002
+3.13418069329e+004,-1.54027243197e+002
+3.19062650773e+004,-1.53858472233e+002
+3.24808889724e+004,-1.53832764121e+002
+3.30658617009e+004,-1.54571651085e+002
+3.36613696427e+004,-1.53875371141e+002
+3.42676025343e+004,-1.53743968292e+002
+3.48847535295e+004,-1.53963867083e+002
+3.55130192606e+004,-1.54158347127e+002
+3.61525999011e+004,-1.54016570267e+002
+3.68036992298e+004,-1.54039351971e+002
+3.74665246955e+004,-1.54000209711e+002
+3.81412874828e+004,-1.54041857566e+002
+3.88282025801e+004,-1.53978519282e+002
+3.95274888473e+004,-1.53840581383e+002
+4.02393690862e+004,-1.53724876818e+002
+4.09640701111e+004,-1.53766107976e+002
+4.17018228212e+004,-1.53987880029e+002
+4.24528622739e+004,-1.53783395695e+002
+4.32174277604e+004,-1.54272335648e+002
+4.39957628810e+004,-1.54263483561e+002
+4.47881156235e+004,-1.54082913072e+002
+4.55947384417e+004,-1.54106912849e+002
+4.64158883361e+004,-1.54150524940e+002
+4.72518269359e+004,-1.54296470817e+002
+4.81028205818e+004,-1.50396654144e+002
+4.89691404115e+004,-1.51594530901e+002
+4.98510624459e+004,-1.54208946979e+002
+5.07488676766e+004,-1.54169553098e+002
+5.16628421561e+004,-1.54139627687e+002
+5.25932770886e+004,-1.53926695843e+002
+5.35404689227e+004,-1.53990005492e+002
+5.45047194461e+004,-1.54314138873e+002
+5.54863358815e+004,-1.54182231809e+002
+5.64856309846e+004,-1.54194324405e+002
+5.75029231439e+004,-1.54124868168e+002
+5.85385364818e+004,-1.54056243750e+002
+5.95928009583e+004,-1.54112094504e+002
+6.06660524757e+004,-1.54044914634e+002
+6.17586329859e+004,-1.53907781701e+002
+6.28708905992e+004,-1.50842491633e+002
+6.40031796953e+004,-1.54058708111e+002
+6.51558610364e+004,-1.54083921243e+002
+6.63293018816e+004,-1.54062801596e+002
+6.75238761044e+004,-1.54182780829e+002
+6.87399643118e+004,-1.54185450639e+002
+6.99779539652e+004,-1.53996566111e+002
+7.12382395042e+004,-1.54130328007e+002
+7.25212224722e+004,-1.54043346151e+002
+7.38273116442e+004,-1.54086297680e+002
