Offset Frequency (Hz),Phase Noise (dBc/Hz)
+3.30658617009e+003,+0.00000000000e+000
+3.36613696427e+003,+0.00000000000e+000
+3.42676025343e+003,+0.00000000000e+000
+3.48847535295e+003,+0.00000000000e+000
+3.55130192606e+003,+0.00000000000e+000
+3.61525999011e+003,+0.00000000000e+000
+3.68036992298e+003,+0.00000000000e+000
+3.74665246955e+003,+0.00000000000e+000
+3.81412874828e+003,+0.00000000000e+000
+3.88282025801e+003,+0.00000000000e+000
+3.95274888473e+003,+0.00000000000e+000
+4.02393690862e+003,+0.00000000000e+000
+4.09640701111e+003,+0.00000000000e+000
+4.17018228212e+003,+0.00000000000e+000
+4.24528622739e+003,+0.00000000000e+000
+4.32174277604e+003,+0.00000000000e+000
+4.39957628810e+003,+0.00000000000e+000
+4.47881156235e+003,+0.00000000000e+000
+4.55947384417e+003,+0.00000000000e+000
+4.64158883361e+003,+0.00000000000e+000
+4.72518269359e+003,+0.00000000000e+000
+4.81028205818e+003,+0.00000000000e+000
+4.89691404115e+003,+0.00000000000e+000
+4.98510624459e+003,+0.00000000000e+000
+5.07488676766e+003,+0.00000000000e+000
+5.16628421561e+003,+0.00000000000e+000
+5.25932770886e+003,+0.00000000000e+000
+5.35404689227e+003,+0.00000000000e+000
+5.45047194461e+003,+0.00000000000e+000
+5.54863358815e+003,+0.00000000000e+000
+5.64856309846e+003,+0.00000000000e+000
+5.75029231439e+003,+0.00000000000e+000
+5.85385364818e+003,+0.00000000000e+000
+5.95928009583e+003,+0.00000000000e+000
+6.06660524757e+003,+0.00000000000e+000
+6.17586329859e+003,+0.00000000000e+000
+6.28708905992e+003,+0.00000000000e+000
+6.40031796953e+003,+0.00000000000e+000
+6.51558610364e+003,+0.00000000000e+000
+6.63293018816e+003,+0.00000000000e+000
+6.75238761044e+003,+0.00000000000e+000
+6.87399643118e+003,+0.00000000000e+000
+6.99779539652e+003,+0.00000000000e+000
+7.12382395042e+003,+0.00000000000e+000
+7.25212224722e+003,+0.00000000000e+000
+7.38273116442e+003,+0.00000000000e+000
+7.51569231572e+003,+0.00000000000e+000
+7.65104806427e+003,+0.00000000000e+000
+7.78884153618e+003,+0.00000000000e+000
+7.92911663423e+003,+0.00000000000e+000
+8.07191805189e+003,+0.00000000000e+000
+8.21729128755e+003,+0.00000000000e+000
+8.36528265901e+003,+0.00000000000e+000
+8.51593931825e+003,+0.00000000000e+000
+8.66930926644e+003,+0.00000000000e+000
+8.82544136923e+003,+0.00000000000e+000
+8.98438537235e+003,+0.00000000000e+000
+9.14619191741e+003,+0.00000000000e+000
+9.31091255809e+003,+0.00000000000e+000
+9.47859977652e+003,+0.00000000000e+000
+9.64930700003e+003,+0.00000000000e+000
+9.82308861817e+003,+0.00000000000e+000
+1.00000000000e+004,+0.00000000000e+000
+1.01800975118e+004,+0.00000000000e+000
+1.03634385350e+004,+0.00000000000e+000
+1.05500814844e+004,+0.00000000000e+000
+1.07400858268e+004,+0.00000000000e+000
+1.09335121002e+004,+0.00000000000e+000
+1.11304219327e+004,+0.00000000000e+000
+1.13308780622e+004,+0.00000000000e+000
+1.15349443568e+004,+0.00000000000e+000
+1.17426858345e+004,+0.00000000000e+000
+1.19541686846e+004,+0.00000000000e+000
+1.21694602882e+004,+0.00000000000e+000
+1.23886292399e+004,+0.00000000000e+000
+1.26117453700e+004,+0.00000000000e+000
+1.28388797661e+004,+0.00000000000e+000
+1.30701047961e+004,+0.00000000000e+000
+1.33054941314e+004,+0.00000000000e+000
+1.35451227700e+004,+0.00000000000e+000
+1.37890670608e+004,+0.00000000000e+000
+1.40374047276e+004,+0.00000000000e+000
+1.42902148939e+004,+0.00000000000e+000
+1.45475781085e+004,+0.00000000000e+000
+1.48095763705e+004,+0.00000000000e+000
+1.50762931560e+004,+0.00000000000e+000
+1.53478134445e+004,+0.00000000000e+000
+1.56242237458e+004,+0.00000000000e+000
+1.59056121278e+004,+0.00000000000e+000
+1.61920682446e+004,+0.00000000000e+000
+1.64836833648e+004,+0.00000000000e+000
+1.67805504007e+004,+0.00000000000e+000
+1.70827639381e+004,+0.00000000000e+000
+1.73904202661e+004,+0.00000000000e+000
+1.77036174080e+004,+0.00000000000e+000
+1.80224551525e+004,+0.00000000000e+000
+1.83470350855e+004,+0.00000000000e+000
+1.86774606222e+004,+0.00000000000e+000
+1.90138370407e+004,+0.00000000000e+000
+1.93562715148e+004,+0.00000000000e+000
+1.97048731486e+004,+0.00000000000e+000
+2.00597530110e+004,+0.00000000000e+000
+2.04210241715e+004,+0.00000000000e+000
+2.07888017356e+004,+0.00000000000e+000
+2.11632028822e+004,+0.00000000000e+000
+2.15443469003e+004,+0.00000000000e+000
+2.19323552273e+004,+0.00000000000e+000
+2.23273514878e+004,+0.00000000000e+000
+2.27294615326e+004,+0.00000000000e+000
+2.31388134792e+004,+0.00000000000e+000
+2.35555377526e+004,+0.00000000000e+000
+2.39797671264e+004,+0.00000000000e+000
+2.44116367658e+004,+0.00000000000e+000
+2.48512842698e+004,+0.00000000000e+000
+2.52988497160e+004,+0.00000000000e+000
+2.57544757045e+004,+0.00000000000e+000
+2.62183074038e+004,+0.00000000000e+000
+2.66904925965e+004,+0.00000000000e+000
+2.71711817270e+004,+0.00000000000e+000
+2.76605279492e+004,+0.00000000000e+000
+2.81586871751e+004,+0.00000000000e+000
+2.86658181246e+004,+0.00000000000e+000
+2.91820823764e+004,+0.00000000000e+000
+2.97076444190e+004,+0.00000000000e+000
+3.02426717031e+004,+0.00000000000e+000
+3.07873346955e+004,+0.00000000000e+000
+3.13418069329e+004,+0.00000000000e+000
+3.19062650773e+004,+0.00000000000e+000
+3.24808889724e+004,+0.00000000000e+000
+3.30658617009e+004,+0.00000000000e+000
+3.36613696427e+004,+0.00000000000e+000
+3.42676025343e+004,+0.00000000000e+000
+3.48847535295e+004,+0.00000000000e+000
+3.55130192606e+004,+0.00000000000e+000
+3.61525999011e+004,+0.00000000000e+000
+3.68036992298e+004,+0.00000000000e+000
+3.74665246955e+004,+0.00000000000e+000
+3.81412874828e+004,+0.00000000000e+000
+3.88282025801e+004,+0.00000000000e+000
+3.95274888473e+004,+0.00000000000e+000
+4.02393690862e+004,+0.00000000000e+000
+4.09640701111e+004,+0.00000000000e+000
+4.17018228212e+004,+0.00000000000e+000
+4.24528622739e+004,+0.00000000000e+000
+4.32174277604e+004,+0.00000000000e+000
+4.39957628810e+004,+0.00000000000e+000
+4.47881156235e+004,+0.00000000000e+000
+4.55947384417e+004,+0.00000000000e+000
+4.64158883361e+004,+0.00000000000e+000
+4.72518269359e+004,+0.00000000000e+000
+4.81028205818e+004,+0.00000000000e+000
+4.89691404115e+004,+0.00000000000e+000
+4.98510624459e+004,+0.00000000000e+000
+5.07488676766e+004,+0.00000000000e+000
+5.16628421561e+004,+0.00000000000e+000
+5.25932770886e+004,+0.00000000000e+000
+5.35404689227e+004,+0.00000000000e+000
+5.45047194461e+004,+0.00000000000e+000
+5.54863358815e+004,+0.00000000000e+000
+5.64856309846e+004,+0.00000000000e+000
+5.75029231439e+004,+0.00000000000e+000
+5.85385364818e+004,+0.00000000000e+000
+5.95928009583e+004,+0.00000000000e+000
+6.06660524757e+004,+0.00000000000e+000
+6.17586329859e+004,+0.00000000000e+000
+6.28708905992e+004,+0.00000000000e+000
+6.40031796953e+004,+0.00000000000e+000
+6.51558610364e+004,+0.00000000000e+000
+6.63293018816e+004,+0.00000000000e+000
+6.75238761044e+004,+0.00000000000e+000
+6.87399643118e+004,+0.00000000000e+000
+6.99779539652e+004,+0.00000000000e+000
+7.12382395042e+004,+0.00000000000e+000
+7.25212224722e+004,+0.00000000000e+000
