Offset Frequency (Hz),Phase Noise (dBc/Hz)
+3.36613696427e+004,-1.51991919968e+002
+3.42676025343e+004,-1.52380968907e+002
+3.48847535295e+004,-1.53503375046e+002
+3.55130192606e+004,-1.52890456900e+002
+3.61525999011e+004,-1.52722590352e+002
+3.68036992298e+004,-1.52560392019e+002
+3.74665246955e+004,-1.51363616229e+002
+3.81412874828e+004,-1.57066488319e+002
+3.88282025801e+004,-1.53666189178e+002
+3.95274888473e+004,-1.54886957093e+002
+4.02393690862e+004,-1.54061629247e+002
+4.09640701111e+004,-1.53834549248e+002
+4.17018228212e+004,-1.53182382923e+002
+4.24528622739e+004,-1.55225581612e+002
+4.32174277604e+004,-1.52767888105e+002
+4.39957628810e+004,-1.53836696646e+002
+4.47881156235e+004,-1.53408022399e+002
+4.55947384417e+004,-1.53119297708e+002
+4.64158883361e+004,-1.55598351572e+002
+4.72518269359e+004,-1.53455741905e+002
+4.81028205818e+004,-1.49273796141e+002
+4.89691404115e+004,-1.49520373971e+002
+4.98510624459e+004,-1.51938989506e+002
+5.07488676766e+004,-1.54831285504e+002
+5.16628421561e+004,-1.51420513383e+002
+5.25932770886e+004,-1.52648452200e+002
+5.35404689227e+004,-1.53077520757e+002
+5.45047194461e+004,-1.52039237694e+002
+5.54863358815e+004,-1.53630127722e+002
+5.64856309846e+004,-1.52553740073e+002
+5.75029231439e+004,-1.53432213220e+002
+5.85385364818e+004,-1.53594119787e+002
+5.95928009583e+004,-1.53122575579e+002
+6.06660524757e+004,-1.53103279198e+002
+6.17586329859e+004,-1.53185041149e+002
+6.28708905992e+004,-1.49665839431e+002
+6.40031796953e+004,-1.52418991910e+002
+6.51558610364e+004,-1.55368888709e+002
+6.63293018816e+004,-1.52471137527e+002
+6.75238761044e+004,-1.53183198656e+002
+6.87399643118e+004,-1.53442701738e+002
+6.99779539652e+004,-1.53452618840e+002
+7.12382395042e+004,-1.53028825060e+002
+7.25212224722e+004,-1.53743019244e+002
