Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.30701047961e+003,-1.40953187476e+002
+1.33054941314e+003,-1.42091991802e+002
+1.35451227700e+003,-1.41712576927e+002
+1.37890670608e+003,-1.37584789274e+002
+1.40374047276e+003,-1.39301036614e+002
+1.42902148939e+003,-1.42736577669e+002
+1.45475781085e+003,-1.41916945911e+002
+1.48095763705e+003,-1.41784222376e+002
+1.50762931560e+003,-1.42015113401e+002
+1.53478134445e+003,-1.40975455874e+002
+1.56242237458e+003,-1.43261816626e+002
+1.59056121278e+003,-1.44172255893e+002
+1.61920682446e+003,-1.44119469355e+002
+1.64836833648e+003,-1.43835549851e+002
+1.67805504007e+003,-1.44602278595e+002
+1.70827639381e+003,-1.44043716890e+002
+1.73904202661e+003,-1.44685199667e+002
+1.77036174080e+003,-1.44626836977e+002
+1.80224551525e+003,-1.45452852351e+002
+1.83470350855e+003,-1.45127308592e+002
+1.86774606222e+003,-1.43500346861e+002
+1.90138370407e+003,-1.44294064296e+002
+1.93562715148e+003,-1.44688441857e+002
+1.97048731486e+003,-1.45476205564e+002
+2.00597530110e+003,-1.45203494625e+002
+2.04210241715e+003,-1.44852125767e+002
+2.07888017356e+003,-1.44934011690e+002
+2.11632028822e+003,-1.45389162326e+002
+2.15443469003e+003,-1.45354018312e+002
+2.19323552273e+003,-1.46233566373e+002
+2.23273514878e+003,-1.45710331589e+002
+2.27294615326e+003,-1.45466340432e+002
+2.31388134792e+003,-1.46076616329e+002
+2.35555377526e+003,-1.45869803543e+002
+2.39797671264e+003,-1.46082432009e+002
+2.44116367658e+003,-1.46201758938e+002
+2.48512842698e+003,-1.46268992931e+002
+2.52988497160e+003,-1.45585007142e+002
+2.57544757045e+003,-1.46651651842e+002
+2.62183074038e+003,-1.47129747626e+002
+2.66904925965e+003,-1.46345905285e+002
+2.71711817270e+003,-1.46088898116e+002
+2.76605279492e+003,-1.45882005762e+002
+2.81586871751e+003,-1.47021824372e+002
+2.86658181246e+003,-1.46427054216e+002
+2.91820823764e+003,-1.46481331019e+002
+2.97076444190e+003,-1.47221387985e+002
+3.02426717031e+003,-1.46799927326e+002
+3.07873346955e+003,-1.47032211634e+002
+3.13418069329e+003,-1.46635800808e+002
+3.19062650773e+003,-1.47249278947e+002
+3.24808889724e+003,-1.47218417914e+002
+3.30658617009e+003,-1.47503189209e+002
+3.36613696427e+003,-1.46595001803e+002
+3.42676025343e+003,-1.48260529294e+002
+3.48847535295e+003,-1.47545171988e+002
+3.55130192606e+003,-1.48001063628e+002
+3.61525999011e+003,-1.48275556893e+002
+3.68036992298e+003,-1.47726205580e+002
+3.74665246955e+003,-1.47086634469e+002
+3.81412874828e+003,-1.48729878037e+002
+3.88282025801e+003,-1.48683041425e+002
+3.95274888473e+003,-1.48232953360e+002
+4.02393690862e+003,-1.48787193275e+002
+4.09640701111e+003,-1.48272505845e+002
+4.17018228212e+003,-1.48827436973e+002
+4.24528622739e+003,-1.48166442229e+002
+4.32174277604e+003,-1.48404137388e+002
+4.39957628810e+003,-1.48372484393e+002
+4.47881156235e+003,-1.49164110767e+002
+4.55947384417e+003,-1.49259826614e+002
+4.64158883361e+003,-1.49226097514e+002
+4.72518269359e+003,-1.49073302989e+002
+4.81028205818e+003,-1.49510626518e+002
+4.89691404115e+003,-1.49438714996e+002
